District,Unit  ,Inci_no   ,incid_descrip,Alm_d  m            ,Disp_d    m           ,No  if_d    m          ,Roll_d    m           ,Arv_d    m            ,In_d    m             ,City                     ,Zip       ,Shift,geopoint
Old North End,L2,19-0004133,EMS call,7/9/19 14:10,7/9/19 14:10,7/9/19 14:10,7/9/19 14:10,7/9/19 14:12,7/9/19 14:30,BURLINGTON,5401,B,"44.4683926369,-73.2066874588"
Downtown,E1,19-0002290,EMS call where injured party has been transported by a non-fire service agency or left the scene prior to arrival,4/17/19 9:59,4/17/19 9:59,4/17/19 10:03,4/17/19 10:03,4/17/19 10:04,4/17/19 10:05,BURLINGTON,5401,C,"44.4900775332,-73.2037755904"
New North End,L2,19-0000424,Passenger vehicle fire,1/21/19 9:45,1/21/19 9:45,1/21/19 9:46,1/21/19 9:48,1/21/19 9:53,1/21/19 10:55,BURLINGTON,5408,A,"44.5244171848,-73.2669895853"
Downtown,A1,18-0005015,"Good intent call, other",8/17/18 18:11,8/17/18 18:11,8/17/18 18:11,8/17/18 18:13,8/17/18 18:15,8/17/18 18:26,BURLINGTON,5401,C,"44.4599613523,-73.2060329958"
Downtown,L2,19-0005191,EMS call where injured party has been transported by a non-fire service agency or left the scene prior to arrival,8/22/19 10:02,8/22/19 10:02,8/22/19 10:03,8/22/19 10:04,8/22/19 10:07,8/22/19 10:21,BURLINGTON,5401,A,"44.4682387583,-73.2421784558"
Downtown,A1,18-0005031,EMS call,8/18/18 11:44,8/18/18 11:44,8/18/18 11:45,8/18/18 11:47,8/18/18 11:49,8/18/18 12:42,BURLINGTON,5401,A,"44.4610380272,-73.1955462064"
Old North End,L2,19-0005490,EMS call,9/4/19 8:40,9/4/19 8:40,9/4/19 8:42,9/4/19 8:43,9/4/19 8:45,9/4/19 9:00,BURLINGTON,5401,B,"44.48668776,-73.2000384207"
Downtown,A1,18-0005269,EMS call,8/28/18 23:39,8/28/18 23:39,8/28/18 23:39,8/28/18 23:42,8/28/18 23:42,8/29/18 0:25,BURLINGTON,5401,B,"44.4785820923,-73.1893196956"
Downtown,L2,19-0005512,EMS call,9/5/19 2:15,9/5/19 2:15,9/5/19 2:15,9/5/19 2:17,9/5/19 2:21,9/5/19 2:46,BURLINGTON,5401,B,"44.4584515932,-73.2053170022"
Downtown,A1,18-0005291,EMS call,8/29/18 21:40,8/29/18 21:40,8/29/18 21:41,8/29/18 21:43,8/29/18 21:45,8/29/18 21:49,BURLINGTON,5401,C,"44.4605758721,-73.191300571"
Old North End,L2,19-0005554,Smoke detector activation due to malfunction,9/6/19 15:08,9/6/19 15:08,9/6/19 15:08,9/6/19 15:11,9/6/19 15:14,9/6/19 15:22,BURLINGTON,5401,A,"44.5051795537,-73.2213278748"
Downtown,E1,19-0002318,EMS call,4/18/19 15:31,4/18/19 15:31,4/18/19 15:31,4/18/19 15:33,4/18/19 15:34,4/18/19 15:45,BURLINGTON,5401,A,"44.4528023735,-73.2094240152"
Downtown,L2,19-0005557,EMS call,9/6/19 17:34,9/6/19 17:34,9/6/19 17:45,9/6/19 17:46,9/6/19 17:49,9/6/19 18:29,BURLINGTON,5401,A,"44.4659480498,-73.2294517614"
Hill Section,T1,19-0005391,"Smoke detector activation (no fire), unintentional",8/31/19 8:00,8/31/19 8:00,8/31/19 8:00,8/31/19 8:02,8/31/19 8:08,8/31/19 8:09,BURLINGTON,5401,A,"44.4909708166,-73.1959304269"
Old North End,L2,18-0004817,EMS call,8/10/18 8:35,8/10/18 8:35,8/10/18 8:36,8/10/18 8:39,8/10/18 8:39,8/10/18 8:39,BURLINGTON,5401,B,"44.4741549996,-73.2363192561"
Old North End,22A1,19-0003558,EMS call,6/14/19 9:06,6/14/19 9:06,6/14/19 9:08,6/14/19 9:10,6/14/19 9:15,6/14/19 10:35,BURLINGTON,5401,A,"44.4899740905,-73.1871398665"
Old North End,L2,19-0007297,EMS call,11/16/19 6:26,11/16/19 6:26,11/16/19 6:27,11/16/19 6:28,11/16/19 6:30,11/16/19 6:40,BURLINGTON,5401,C,"44.5047696891,-73.217570063"
Downtown,E1,19-0003737,EMS call,6/21/19 15:58,6/21/19 15:58,6/21/19 15:59,6/21/19 15:59,6/21/19 16:01,6/21/19 16:16,BURLINGTON,5401,B,"44.465213409,-73.2097565502"
Old North End,L2,19-0007370,EMS call,11/19/19 5:52,11/19/19 5:52,11/19/19 5:53,11/19/19 5:53,11/19/19 5:53,11/19/19 6:07,BURLINGTON,5401,C,"44.4861551288,-73.1960366161"
Old North End,T1,19-0003838,Smoke detector activation due to malfunction,6/26/19 5:07,6/26/19 5:07,6/26/19 5:07,6/26/19 5:08,6/26/19 5:15,6/26/19 5:16,BURLINGTON,5408,A,"44.496697918,-73.2560309614"
Old North End,L2,19-0007557,EMS call,11/27/19 11:09,11/27/19 11:09,11/27/19 11:10,11/27/19 11:11,11/27/19 11:13,11/27/19 11:37,BURLINGTON,5401,B,"44.4802760309,-73.2298550614"
Old North End,T1,19-0003839,EMS call,6/26/19 6:34,6/26/19 6:34,6/26/19 6:37,6/26/19 6:37,6/26/19 6:37,6/26/19 7:00,BURLINGTON,5401,A,"44.4698290252,-73.2221509452"
Old North End,L2,19-0002585,EMS call,4/30/19 13:45,4/30/19 13:45,4/30/19 13:46,4/30/19 13:48,4/30/19 13:50,4/30/19 14:04,BURLINGTON,5401,A,"44.5050874681,-73.2093250483"
Downtown,E1,19-0003876,EMS call,6/27/19 17:03,6/27/19 17:03,6/27/19 17:03,6/27/19 17:04,6/27/19 17:05,6/27/19 17:18,BURLINGTON,5401,B,"44.4625641944,-73.1999484883"
Old North End,L2,19-0005927,EMS call,9/21/19 15:49,9/21/19 15:49,9/21/19 15:51,9/21/19 15:52,9/21/19 15:56,9/21/19 16:09,BURLINGTON,5401,A,"44.4856952419,-73.1889299933"
Downtown,A5,19-0005604,Assist invalid,9/9/19 1:11,9/9/19 1:11,9/9/19 1:11,9/9/19 1:14,9/9/19 1:16,9/9/19 1:27,Burlington,5401,C,"44.486551355,-73.2380007309"
Old North End,L2,19-0006112,"Smoke detector activation (no fire), unintentional",9/29/19 14:32,9/29/19 14:32,9/29/19 14:32,9/29/19 14:34,9/29/19 14:39,9/29/19 14:47,BURLINGTON,5401,C,"44.4905468519,-73.2441681897"
SB,A1,19-0001851,EMS call,3/28/19 19:43,3/28/19 19:43,3/28/19 19:44,3/28/19 19:47,3/28/19 19:57,3/28/19 20:41,SOUTH BURLINGTON,5403,A,"44.4337232903,-73.1977573457"
Old North End,L2,19-0006967,"Rescue and EMS incident, other",11/2/19 21:09,11/2/19 21:09,11/2/19 21:09,11/2/19 21:12,11/2/19 21:17,11/2/19 21:25,BURLINGTON,5401,A,"44.4870786881,-73.1848591219"
Downtown,A1,19-0002042,EMS call,4/6/19 13:19,4/6/19 13:19,4/6/19 13:22,4/6/19 13:22,4/6/19 13:23,4/6/19 13:57,BURLINGTON,5401,A,"44.4768619357,-73.2004201889"
Old North End,L2,18-0005980,Carbon monoxide detector activation due to malfunction,9/25/18 12:54,9/25/18 12:54,9/25/18 12:55,9/25/18 12:57,9/25/18 13:01,9/25/18 13:08,BURLINGTON,5408,C,"44.4796791373,-73.2228745766"
Downtown,A1,19-0002168,EMS call,4/12/19 10:59,4/12/19 10:59,4/12/19 10:59,4/12/19 11:00,4/12/19 11:02,4/12/19 11:33,BURLINGTON,5401,A,"44.496900475,-73.2050331703"
Old North End,L2,18-0006895,EMS call,11/2/18 17:24,11/2/18 17:24,11/2/18 17:24,11/2/18 17:26,11/2/18 17:28,11/2/18 17:35,BURLINGTON,5401,B,"44.4717525552,-73.2290963133"
Downtown,A1,19-0004784,EMS call,8/4/19 22:47,8/4/19 22:47,8/4/19 22:47,8/4/19 22:50,8/4/19 22:50,8/4/19 23:29,BURLINGTON,5401,A,"44.4872636325,-73.1832416913"
Old North End,L2,18-0006987,EMS call,11/7/18 1:46,11/7/18 1:46,11/7/18 1:46,11/7/18 1:49,11/7/18 1:51,11/7/18 1:56,BURLINGTON,5401,C,"44.506554355,-73.2300385552"
Hill Section,A1,19-0004896,"Emergency medical service incident, other",8/9/19 3:29,8/9/19 3:29,8/9/19 3:29,8/9/19 3:31,8/9/19 3:31,8/9/19 3:37,BURLINGTON,5401,C,"44.4853230995,-73.214644776"
Old North End,L2,18-0007038,EMS call,11/9/18 7:23,11/9/18 7:23,11/9/18 7:24,11/9/18 7:26,11/9/18 7:28,11/9/18 7:34,BURLINGTON,5401,C,"44.4754202219,-73.2381033366"
Hill Section,A1,19-0004897,EMS call,8/9/19 4:13,8/9/19 4:13,8/9/19 4:14,8/9/19 4:15,8/9/19 4:17,8/9/19 5:15,BURLINGTON,5401,C,"44.4774633309,-73.2424325654"
Old North End,L2,19-0004924,EMS call,8/10/19 13:14,8/10/19 13:14,8/10/19 13:14,8/10/19 13:17,8/10/19 13:29,8/10/19 13:44,BURLINGTON,5401,A,"44.4951496106,-73.2442379602"
New North End,L4,19-0006884,EMS call,10/31/19 16:19,10/31/19 16:19,10/31/19 16:20,10/31/19 16:24,10/31/19 16:24,10/31/19 16:39,BURLINGTON,5408,B,"44.490078698,-73.2543737265"
New North End,L2,19-0005013,EMS call,8/15/19 2:50,8/15/19 2:50,8/15/19 2:50,8/15/19 2:52,8/15/19 2:59,8/15/19 3:14,BURLINGTON,5408,B,"44.5348092991,-73.2489164257"
New North End,L4,19-0006955,Assist invalid,11/2/19 2:43,11/2/19 2:43,11/2/19 2:44,11/2/19 2:47,11/2/19 2:49,11/2/19 3:02,BURLINGTON,5408,C,"44.508944417,-73.2229638992"
Old North End,L2,18-0004963,EMS call,8/15/18 15:20,8/15/18 15:20,8/15/18 15:21,8/15/18 15:23,8/15/18 15:26,8/15/18 15:41,BURLINGTON,5401,A,"44.4711542263,-73.2295573909"
Hill Section,L4,19-0005520,EMS call,9/5/19 7:32,9/5/19 7:32,9/5/19 7:32,9/5/19 7:33,9/5/19 7:35,9/5/19 7:51,BURLINGTON,5401,C,"44.46907567,-73.1680774883"
Old North End,L2,19-0005651,EMS call,9/10/19 16:11,9/10/19 16:11,9/10/19 16:12,9/10/19 16:13,9/10/19 16:13,9/10/19 16:35,BURLINGTON,5401,B,"44.4756788334,-73.1874170712"
Downtown,L4,19-0006672,EMS call,10/22/19 12:26,10/22/19 12:26,10/22/19 12:26,10/22/19 12:28,10/22/19 12:29,10/22/19 12:40,BURLINGTON,5401,B,"44.4935909922,-73.1957021751"
Hill Section,L2,19-0000479,Water or steam leak,1/23/19 19:21,1/23/19 19:21,1/23/19 19:22,1/23/19 19:26,1/23/19 19:29,1/23/19 19:42,BURLINGTON,5401,C,"44.4954850691,-73.2211787185"
New North End,L4,18-0005751,EMS call where injured party has been transported by a non-fire service agency or left the scene prior to arrival,9/17/18 5:42,9/17/18 5:42,9/17/18 5:43,9/17/18 5:45,9/17/18 5:47,9/17/18 6:09,BURLINGTON,5408,A,"44.5205916305,-73.2759732018"
Hill Section,L2,19-0000522,Gas leak (natural gas or LPG),1/25/19 2:52,1/25/19 2:52,1/25/19 2:52,1/25/19 3:11,1/25/19 3:11,1/25/19 3:52,BURLINGTON,5401,B,"44.4977663709,-73.1843709805"
New North End,L4,18-0005817,EMS call,9/20/18 3:17,9/20/18 3:17,9/20/18 3:18,9/20/18 3:20,9/20/18 3:22,9/20/18 3:27,BURLINGTON,5408,A,"44.5286564212,-73.246283028"
Hill Section,L2,19-0000662,EMS call,1/31/19 6:00,1/31/19 6:00,1/31/19 6:04,1/31/19 6:04,1/31/19 6:07,1/31/19 6:13,BURLINGTON,5401,B,"44.4941493456,-73.2103810154"
New North End,L4,18-0007299,EMS call,11/24/18 6:46,11/24/18 6:46,11/24/18 6:46,11/24/18 6:49,11/24/18 6:51,11/24/18 7:11,BURLINGTON,5408,C,"44.5107813429,-73.2285615392"
Old North End,L2,19-0004327,"Defective elevator, no occupants",7/17/19 11:30,7/17/19 11:30,7/17/19 11:30,7/17/19 11:35,7/17/19 11:35,7/17/19 11:38,BURLINGTON,5401,A,"44.500401181,-73.2151493025"
New North End,L4,18-0007310,Assist invalid,11/24/18 17:07,11/24/18 17:07,11/24/18 17:07,11/24/18 17:09,11/24/18 17:11,11/24/18 17:49,BURLINGTON,5408,C,"44.5022293213,-73.2181170726"
Hill Section,L2,19-0004338,Smoke detector activation due to malfunction,7/17/19 21:16,7/17/19 21:16,7/17/19 21:16,7/17/19 21:18,7/17/19 21:22,7/17/19 21:24,BURLINGTON,5401,A,"44.4956432085,-73.2097579519"
Downtown,T1,19-0003272,"Smoke detector activation (no fire), unintentional",6/2/19 11:36,6/2/19 11:36,6/2/19 11:37,6/2/19 11:39,6/2/19 11:40,6/2/19 11:54,BURLINGTON,5401,A,"44.4961389371,-73.1855045351"
Old North End,L2,19-0006125,EMS call,9/30/19 6:57,9/30/19 6:57,9/30/19 6:57,9/30/19 6:58,9/30/19 7:00,9/30/19 7:10,BURLINGTON,5401,A,"44.4825669245,-73.2395847057"
Downtown,E1,19-0003329,EMS call,6/4/19 23:13,6/4/19 23:13,6/4/19 23:14,6/4/19 23:19,6/4/19 23:19,6/4/19 23:35,BURLINGTON,5401,C,"44.4597880211,-73.2129223614"
Downtown,L2,19-0005018,EMS call,8/15/19 7:07,8/15/19 7:07,8/15/19 7:07,8/15/19 7:08,8/15/19 7:12,8/15/19 7:29,BURLINGTON,5401,C,"44.4912059067,-73.2274861806"
Downtown,E1,19-0003335,EMS call,6/5/19 10:00,6/5/19 10:00,6/5/19 10:01,6/5/19 10:03,6/5/19 10:03,6/5/19 10:06,BURLINGTON,5401,A,"44.4958924019,-73.2152461588"
Old North End,L2,19-0000542,EMS call,1/25/19 13:50,1/25/19 13:50,1/25/19 13:50,1/25/19 13:52,1/25/19 13:54,1/25/19 14:17,BURLINGTON,5401,B,"44.5017172006,-73.2196292229"
South End,T1,18-0005114,Smoke detector activation due to malfunction,8/21/18 20:13,8/21/18 20:13,8/21/18 20:14,8/21/18 20:15,8/21/18 20:20,8/21/18 20:23,BURLINGTON,5401,A,"44.4529762757,-73.2513989919"
Downtown,L2,19-0007247,EMS call,11/14/19 5:01,11/14/19 5:01,11/14/19 5:02,11/14/19 5:05,11/14/19 5:07,11/14/19 5:24,BURLINGTON,5401,A,"44.4847610263,-73.2275502822"
Downtown,E1,18-0005442,EMS call,9/5/18 14:19,9/5/18 14:19,9/5/18 14:19,9/5/18 14:21,9/5/18 14:23,9/5/18 14:54,BURLINGTON,5401,A,"44.4566083438,-73.2296237731"
Old North End,L2,19-0007562,"False alarm or false call, other",11/27/19 15:28,11/27/19 15:28,11/27/19 15:29,11/27/19 15:29,11/27/19 15:34,11/27/19 15:34,BURLINGTON,5401,B,"44.4739795793,-73.2246589873"
Downtown,E6,19-0002251,EMS call,4/15/19 15:55,4/15/19 15:55,4/15/19 15:56,4/15/19 15:56,4/15/19 15:57,4/15/19 16:33,BURLINGTON,5401,A,"44.469190587,-73.2275259994"
Old North End,L2,19-0006246,EMS call,10/5/19 2:48,10/5/19 2:48,10/5/19 2:49,10/5/19 2:50,10/5/19 2:53,10/5/19 3:11,BURLINGTON,5401,B,"44.4701812117,-73.2267271086"
New North End,E6,18-0005115,Smoke detector activation due to malfunction,8/22/18 4:38,8/22/18 4:38,8/22/18 4:38,8/22/18 4:38,8/22/18 4:38,8/22/18 4:42,BURLINGTON,5408,B,"44.4925584833,-73.2551240751"
Old North End,L2,19-0006356,Alarm system activation due to malfunction,10/9/19 13:41,10/9/19 13:41,10/9/19 13:42,10/9/19 13:43,10/9/19 13:44,10/9/19 13:52,BURLINGTON,5401,A,"39.2915931899,-78.9435276339"
Downtown,E6,19-0007357,EMS call,11/18/19 15:03,11/18/19 15:03,11/18/19 15:03,11/18/19 15:05,11/18/19 15:07,11/18/19 15:36,BURLINGTON,5401,B,"44.4862890048,-73.2383584147"
Old North End,L2,19-0006354,EMS call,10/9/19 11:45,10/9/19 11:45,10/9/19 11:46,10/9/19 11:46,10/9/19 11:49,10/9/19 12:02,BURLINGTON,5401,A,"44.484353558,-73.1894147754"
Hill Section,E6,19-0006368,EMS call,10/10/19 5:20,10/10/19 5:20,10/10/19 5:20,10/10/19 5:21,10/10/19 5:23,10/10/19 5:40,BURLINGTON,5401,B,"44.4661033036,-73.1823615984"
New North End,L4,18-0005978,"Unintentional transmission of alarm, other",9/25/18 12:25,9/25/18 12:25,9/25/18 12:26,9/25/18 12:29,9/25/18 12:29,9/25/18 12:30,BURLINGTON,5408,C,"44.5055262439,-73.2709861292"
Old North End,E6,18-0007238,EMS call,11/21/18 5:50,11/21/18 5:50,11/21/18 5:51,11/21/18 5:53,11/21/18 5:54,11/21/18 6:06,BURLINGTON,5401,C,"44.4762095795,-73.2464094396"
New North End,L4,19-0006688,EMS call,10/23/19 10:35,10/23/19 10:35,10/23/19 10:35,10/23/19 10:37,10/23/19 10:39,10/23/19 10:51,BURLINGTON,5408,C,"44.5226816088,-73.281715071"
Old North End,E6,18-0007390,EMS call,11/28/18 14:37,11/28/18 14:37,11/28/18 14:37,11/28/18 14:39,11/28/18 14:42,11/28/18 14:54,BURLINGTON,5401,A,"44.487128548,-73.1838924005"
New North End,L4,19-0006702,EMS call,10/24/19 3:26,10/24/19 3:26,10/24/19 3:26,10/24/19 3:28,10/24/19 3:33,10/24/19 3:42,BURLINGTON,5408,A,"44.5058169687,-73.2561711356"
Hill Section,E6,19-0002281,EMS call where injured party has been transported by a non-fire service agency or left the scene prior to arrival,4/16/19 18:17,4/16/19 18:17,4/16/19 18:18,4/16/19 18:22,4/16/19 18:22,4/16/19 18:40,BURLINGTON,5401,B,"44.489843784,-73.1987732979"
New North End,L4,18-0006585,EMS call,10/19/18 13:35,10/19/18 13:35,10/19/18 13:35,10/19/18 13:37,10/19/18 13:39,10/19/18 13:52,BURLINGTON,5408,C,"44.5187188645,-73.2779030943"
New North End,L4,19-0006662,Assist invalid,10/22/19 1:55,10/22/19 1:55,10/22/19 1:56,10/22/19 1:58,10/22/19 2:01,10/22/19 2:14,BURLINGTON,5408,A,"44.4977532413,-73.2436016616"
Downtown,L4,19-0001913,EMS call,3/31/19 6:18,3/31/19 6:18,3/31/19 6:19,3/31/19 6:20,3/31/19 6:20,3/31/19 6:31,BURLINGTON,5401,A,"44.4754781915,-73.1857158513"
New North End,L4,18-0005922,EMS call,9/23/18 6:20,9/23/18 6:20,9/23/18 6:20,9/23/18 6:21,9/23/18 6:25,9/23/18 6:43,BURLINGTON,5408,A,"44.5242659766,-73.24341519"
Old North End,L2,19-0006660,Assist invalid,10/21/19 21:26,10/21/19 21:26,10/21/19 21:26,10/21/19 21:28,10/21/19 21:31,10/21/19 21:34,BURLINGTON,5401,A,"44.5023602564,-73.2356444168"
New North End,L4,18-0005929,EMS call,9/23/18 9:00,9/23/18 9:00,9/23/18 9:01,9/23/18 9:03,9/23/18 9:04,9/23/18 9:21,BURLINGTON,5408,A,"44.5131796666,-73.2470501971"
Old North End,L2,19-0005538,EMS call,9/5/19 17:34,9/5/19 17:34,9/5/19 17:34,9/5/19 17:35,9/5/19 17:37,9/5/19 17:43,BURLINGTON,5401,C,"44.4861249317,-73.2341735336"
New North End,L4,19-0003812,EMS call,6/24/19 16:45,6/24/19 16:45,6/24/19 16:46,6/24/19 16:48,6/24/19 16:50,6/24/19 16:54,BURLINGTON,5408,B,"44.4923482389,-73.2304137356"
Old North End,L2,18-0005033,EMS call,8/18/18 14:53,8/18/18 14:53,8/18/18 14:54,8/18/18 14:54,8/18/18 14:54,8/18/18 15:06,BURLINGTON,5401,A,"44.4711919184,-73.2372506981"
Downtown,L4,19-0000139,"Defective elevator, no occupants",1/8/19 8:48,1/8/19 8:48,1/8/19 8:49,1/8/19 8:51,1/8/19 8:57,1/8/19 9:05,BURLINGTON,5401,C,"44.4550737302,-73.2138945873"
Old North End,L2,18-0005439,Motor vehicle accident with no injuries,9/5/18 7:33,9/5/18 7:33,9/5/18 7:33,9/5/18 7:37,9/5/18 7:37,9/5/18 7:42,BURLINGTON,5401,A,"44.5046672792,-73.2307351581"
New North End,L4,19-0002132,EMS call,4/11/19 1:11,4/11/19 1:11,4/11/19 1:11,4/11/19 1:14,4/11/19 1:16,4/11/19 1:58,BURLINGTON,5408,B,"44.5074189608,-73.2932401951"
New North End,L2,19-0007258,EMS call,11/14/19 16:43,11/14/19 16:43,11/14/19 16:43,11/14/19 16:45,11/14/19 16:49,11/14/19 16:54,BURLINGTON,5408,A,"44.5131463498,-73.2179714294"
New North End,L4,19-0002137,Assist invalid,4/11/19 4:56,4/11/19 4:56,4/11/19 4:56,4/11/19 4:58,4/11/19 5:05,4/11/19 5:13,BURLINGTON,5408,C,"44.5006740371,-73.2380393956"
New North End,L4,19-0005505,EMS call,9/4/19 19:10,9/4/19 19:10,9/4/19 19:11,9/4/19 19:13,9/4/19 19:15,9/4/19 19:29,BURLINGTON,5408,B,"44.500643377,-73.2317968324"
New North End,L4,19-0007322,EMS call,11/17/19 2:13,11/17/19 2:13,11/17/19 2:13,11/17/19 2:16,11/17/19 2:20,11/17/19 2:39,BURLINGTON,5408,A,"44.5439590763,-73.2555576022"
New North End,L4,19-0006317,EMS call,10/8/19 4:13,10/8/19 4:13,10/8/19 4:14,10/8/19 4:17,10/8/19 4:18,10/8/19 4:38,BURLINGTON,5408,C,"44.5079427253,-73.2934879632"
New North End,L4,19-0002528,EMS call,4/27/19 19:02,4/27/19 19:02,4/27/19 19:03,4/27/19 19:04,4/27/19 19:07,4/27/19 19:21,BURLINGTON,5408,A,"44.5317467452,-73.2662115131"
New North End,L4,19-0006619,EMS call,10/20/19 6:36,10/20/19 6:36,10/20/19 6:36,10/20/19 6:38,10/20/19 6:40,10/20/19 6:59,BURLINGTON,5408,C,"44.4957512467,-73.2470132376"
New North End,A2,19-0007572,EMS call,11/27/19 19:47,11/27/19 19:47,11/27/19 19:47,11/27/19 19:49,11/27/19 19:58,11/27/19 20:36,BURLINGTON,5408,B,"44.5358171156,-73.2853815114"
New North End,L4,19-0002373,EMS call,4/21/19 9:09,4/21/19 9:09,4/21/19 9:10,4/21/19 9:12,4/21/19 9:13,4/21/19 9:24,BURLINGTON,5408,A,"44.506300819,-73.292537656"
New North End,A2,19-0006595,EMS call,10/19/19 3:04,10/19/19 3:04,10/19/19 3:05,10/19/19 3:07,10/19/19 3:12,10/19/19 3:59,BURLINGTON,5408,B,"44.5142402622,-73.2825370624"
New North End,L4,19-0002781,EMS call,5/10/19 1:51,5/10/19 1:51,5/10/19 1:51,5/10/19 1:54,5/10/19 1:55,5/10/19 2:02,BURLINGTON,5408,A,"44.5046071201,-73.2128706839"
Hill Section,E3,19-0006066,EMS call,9/27/19 23:31,9/27/19 23:31,9/27/19 23:31,9/27/19 23:32,9/27/19 23:33,9/27/19 23:55,BURLINGTON,5401,A,"44.4926263003,-73.1929033618"
New North End,L4,19-0005771,EMS call,9/15/19 4:18,9/15/19 4:18,9/15/19 4:19,9/15/19 4:21,9/15/19 4:23,9/15/19 4:42,BURLINGTON,5408,A,"44.5359046196,-73.2404752255"
Hill Section,E3,19-0006777,EMS call where injured party has been transported by a non-fire service agency or left the scene prior to arrival,10/26/19 20:19,10/26/19 20:19,10/26/19 20:19,10/26/19 20:21,10/26/19 20:23,10/26/19 20:24,BURLINGTON,5401,C,"44.4930537667,-73.2003081091"
Downtown,L2,19-0007376,EMS call,11/19/19 10:20,11/19/19 10:20,11/19/19 10:20,11/19/19 10:21,11/19/19 10:23,11/19/19 10:34,BURLINGTON,5401,C,"44.46486066,-73.250181207"
Hill Section,E3,19-0002010,EMS call,4/5/19 3:43,4/5/19 3:43,4/5/19 3:43,4/5/19 3:45,4/5/19 3:48,4/5/19 3:59,BURLINGTON,5401,C,"44.5042459272,-73.2155743338"
Old North End,L2,19-0007480,EMS call,11/24/19 1:29,11/24/19 1:29,11/24/19 1:29,11/24/19 1:31,11/24/19 1:34,11/24/19 1:46,BURLINGTON,5401,A,"44.4815235365,-73.2310443437"
Downtown,E3,18-0005523,EMS call,9/8/18 20:23,9/8/18 20:23,9/8/18 20:24,9/8/18 20:25,9/8/18 20:29,9/8/18 20:52,BURLINGTON,5401,A,"44.4586302887,-73.2092720346"
Old North End,L2,19-0005374,EMS call,8/30/19 20:08,8/30/19 20:08,8/30/19 20:09,8/30/19 20:11,8/30/19 20:13,8/30/19 20:19,BURLINGTON,5401,C,"44.4983365673,-73.2307292966"
Hill Section,E3,19-0007296,EMS call,11/16/19 3:50,11/16/19 3:50,11/16/19 3:51,11/16/19 3:53,11/16/19 3:55,11/16/19 4:08,BURLINGTON,5401,C,"44.4837534038,-73.1853804965"
Old North End,L2,19-0004748,EMS call,8/3/19 8:08,8/3/19 8:08,8/3/19 8:09,8/3/19 8:10,8/3/19 8:11,8/3/19 8:37,BURLINGTON,5401,C,"44.4865327943,-73.2062095467"
Hill Section,E3,19-0007578,"False alarm or false call, other",11/28/19 9:32,11/28/19 9:32,11/28/19 9:34,11/28/19 9:35,11/28/19 9:42,11/28/19 9:45,BURLINGTON,5401,C,"44.4871837218,-73.1563509906"
Old North End,L2,19-0004842,EMS call,8/7/19 0:29,8/7/19 0:29,8/7/19 0:30,8/7/19 0:34,8/7/19 0:34,8/7/19 0:42,BURLINGTON,5401,A,"44.4760295778,-73.2503343541"
New North End,E3,19-0005818,EMS call,9/17/19 10:08,9/17/19 10:08,9/17/19 10:08,9/17/19 10:09,9/17/19 10:15,9/17/19 10:24,BURLINGTON,5408,C,"44.5257760764,-73.2992847755"
New North End,L2,19-0004919,EMS call,8/10/19 6:32,8/10/19 6:32,8/10/19 6:32,8/10/19 6:34,8/10/19 6:36,8/10/19 6:47,BURLINGTON,5408,A,"44.517151454,-73.2304963609"
Hill Section,E3,19-0005829,EMS call,9/17/19 16:07,9/17/19 16:07,9/17/19 16:09,9/17/19 16:10,9/17/19 16:12,9/17/19 16:26,BURLINGTON,5401,C,"44.46525275,-73.2094016753"
Old North End,L2,19-0001456,EMS call,3/9/19 8:28,3/9/19 8:28,3/9/19 8:29,3/9/19 8:30,3/9/19 8:33,3/9/19 8:44,BURLINGTON,5401,C,"44.4696184446,-73.2173511232"
Downtown,6A1,18-0006470,EMS call,10/14/18 3:24,10/14/18 3:24,10/14/18 3:25,10/14/18 3:26,10/14/18 3:28,10/14/18 3:31,BURLINGTON,5401,A,"44.469084513,-73.2447232799"
Downtown,L4,19-0006915,EMS call,11/1/19 5:51,11/1/19 5:51,11/1/19 5:51,11/1/19 5:52,11/1/19 5:53,11/1/19 6:05,BURLINGTON,5401,C,"44.489379525,-73.231274885"
Downtown,R1,19-0007144,Carbon monoxide incident,11/9/19 20:28,11/9/19 20:28,11/9/19 20:29,11/9/19 20:32,11/9/19 20:34,11/9/19 21:10,BURLINGTON,5401,B,"44.4625649784,-73.227772462"
New North End,L4,19-0006962,EMS call,11/2/19 11:11,11/2/19 11:11,11/2/19 11:11,11/2/19 11:13,11/2/19 11:15,11/2/19 11:25,BURLINGTON,5408,A,"44.5351559463,-73.2658595696"
Downtown,R1,19-0007353,EMS call,11/18/19 12:57,11/18/19 12:57,11/18/19 12:59,11/18/19 12:59,11/18/19 12:59,11/18/19 13:10,BURLINGTON,5401,B,"44.4694250942,-73.1790844905"
New North End,L4,19-0000572,EMS call,1/27/19 1:24,1/27/19 1:24,1/27/19 1:25,1/27/19 1:27,1/27/19 1:29,1/27/19 1:44,BURLINGTON,5408,C,"44.5063439939,-73.2712000896"
Downtown,R1,19-0007576,Assist invalid,11/28/19 4:09,11/28/19 4:09,11/28/19 4:09,11/28/19 4:10,11/28/19 4:14,11/28/19 4:24,Burlington,5401,C,"44.4718597342,-73.2532137893"
